corner,kind,x,y
LR LS,raw,-0.001953125,0.0077606676950179
LR LS,raw,0.001953125,0.0074635502457595
LR LS,raw,0.005859375,0.0068789925257113
LR LS,raw,0.009765625,0.0059980603464254
LR LS,raw,0.013671875,0.0056019108102121
LR LS,raw,0.017578125,0.0048488390412286
LR LS,raw,0.021484375,0.0039138986673452
LR LS,raw,0.025390625,0.0030826299464796
LR LS,raw,0.029296875,0.0022378947855884
LR LS,raw,0.033203125,0.0015977430629705
LR LS,raw,0.037109375,0.0010782257132083
LR LS,raw,0.041015625,0.000666304985634
LR LS,raw,0.044921875,0.0003938963965237
LR LS,raw,0.048828125,0.0002259781239429
LR LS,raw,0.052734375,0.0001007155663445
LR LS,raw,0.056640625,0.000113755055167
LR LS,raw,0.060546875,0.0003939995742881
LR LS,raw,0.064453125,0.000289109235319
LR LS,raw,0.068359375,0.0003155465868298
LR LS,raw,0.072265625,0.0003782253574613
LR LS,raw,0.076171875,0.0004396163700796
LR LS,raw,0.080078125,0.0004739556379971
LR LS,raw,0.083984375,0.0004954097119646
LR LS,raw,0.087890625,0.0005137045043547
LR LS,raw,0.091796875,0.0005221562866219
LR LS,raw,0.095703125,0.0005396151339444
LR LS,raw,0.099609375,0.0005532094545392
LR LS,raw,0.103515625,0.0005639068236472
LR LS,raw,0.107421875,0.00057615881803
LR LS,raw,0.111328125,0.0005914783654489
LR LS,raw,0.115234375,0.0006118483976655
LR LS,raw,0.119140625,0.0006289157874919
LR LS,raw,0.123046875,0.0006365546786584
LR LS,raw,0.126953125,0.0006539953373101
LR LS,raw,0.130859375,0.0006798260804796
LR LS,raw,0.134765625,0.0006986581580512
LR LS,raw,0.138671875,0.0006890653990179
LR LS,raw,0.142578125,0.0007110787486868
LR LS,raw,0.146484375,0.000726998232662
LR LS,raw,0.150390625,0.0007546755941799
LR LS,raw,0.154296875,0.0007510412057751
LR LS,raw,0.158203125,0.0007710138143239
LR LS,raw,0.162109375,0.0007824286817428
LR LS,raw,0.166015625,0.0007981853998179
LR LS,raw,0.169921875,0.0008041236282635
LR LS,raw,0.173828125,0.0008269348780533
LR LS,raw,0.177734375,0.0008374039378417
LR LS,raw,0.181640625,0.0008302614461111
LR LS,raw,0.185546875,0.0008413667564579
LR LS,raw,0.189453125,0.0008454526436774
LR LS,raw,0.193359375,0.0008773282882499
LR LS,raw,0.197265625,0.0008939841176403
LR LS,raw,0.201171875,0.0008938267891202
LR LS,raw,0.205078125,0.0008444017130902
LR LS,raw,0.208984375,0.0009452467086228
LR LS,raw,0.212890625,0.0009105536786031
LR LS,raw,0.216796875,0.0009351746168774
LR LS,raw,0.220703125,0.0009731538395167
LR LS,raw,0.224609375,0.0009251471954119
LR LS,raw,0.228515625,0.0010086854632716
LR LS,raw,0.232421875,0.0010939243054566
LR LS,raw,0.236328125,0.0010517273941676
LR LS,raw,0.240234375,0.0010063345918794
LR LS,raw,0.244140625,0.0010467932387924
LR LS,raw,0.248046875,0.0010757506237037
LR LS,raw,0.251953125,0.0010489826443183
LR LS,raw,0.255859375,0.0010436369381529
LR LS,raw,0.259765625,0.0011575122023387
LR LS,raw,0.263671875,0.001087171242314
LR LS,raw,0.267578125,0.0012610743937356
LR LS,raw,0.271484375,0.0012033195742774
LR LS,raw,0.275390625,0.0012567537135004
LR LS,raw,0.279296875,0.0012531073494167
LR LS,raw,0.283203125,0.0012115642462666
LR LS,raw,0.287109375,0.0011846610844068
LR LS,raw,0.291015625,0.0014192675707241
LR LS,raw,0.294921875,0.0014208781866306
LR LS,raw,0.298828125,0.0014291023395903
LR LS,raw,0.302734375,0.0013401717538218
LR LS,raw,0.306640625,0.0013787241789059
LR LS,raw,0.310546875,0.0014469144452233
LR LS,raw,0.314453125,0.0015742719440967
LR LS,raw,0.318359375,0.0015001986392419
LR LS,raw,0.322265625,0.0015760723997838
LR LS,raw,0.326171875,0.001555405609481
LR LS,raw,0.330078125,0.0015045204836774
LR LS,raw,0.333984375,0.0016361386517431
LR LS,raw,0.337890625,0.001698453344235
LR LS,raw,0.341796875,0.0017413263701751
LR LS,raw,0.345703125,0.0019913349125947
LR LS,raw,0.349609375,0.0020627117390931
LR LS,raw,0.353515625,0.0021284157907981
LR LS,raw,0.357421875,0.0020237778502593
LR LS,raw,0.361328125,0.0021009917703374
LR LS,raw,0.365234375,0.0020392335285271
LR LS,raw,0.369140625,0.0020563720768799
LR LS,raw,0.373046875,0.0020977064228216
LR LS,raw,0.376953125,0.0022331589792543
LR LS,raw,0.380859375,0.0021534661306145
LR LS,raw,0.384765625,0.0021906535414279
LR LS,raw,0.388671875,0.0025548302511022
LR LS,raw,0.392578125,0.0026487215917417
LR LS,raw,0.396484375,0.002668673511323
LR LS,raw,0.400390625,0.0029683443042899
LR LS,raw,0.404296875,0.0030940105304683
LR LS,raw,0.408203125,0.0028663506201493
LR LS,raw,0.412109375,0.002846074668858
LR LS,raw,0.416015625,0.0029688964887419
LR LS,raw,0.419921875,0.0030360613121357
LR LS,raw,0.423828125,0.0029951822722655
LR LS,raw,0.427734375,0.003138737535966
LR LS,raw,0.431640625,0.0034231199862038
LR LS,raw,0.435546875,0.0031955700488271
LR LS,raw,0.439453125,0.0036104318922576
LR LS,raw,0.443359375,0.0035900394304772
LR LS,raw,0.447265625,0.0033639996005434
LR LS,raw,0.451171875,0.0032745652534177
LR LS,raw,0.455078125,0.0039327364886838
LR LS,raw,0.458984375,0.0043426477940187
LR LS,raw,0.462890625,0.0041320350300797
LR LS,raw,0.466796875,0.0038708394558918
LR LS,raw,0.470703125,0.0040274968231832
LR LS,raw,0.474609375,0.0042127187563964
LR LS,raw,0.478515625,0.0047497897108284
LR LS,raw,0.482421875,0.0045669275889204
LR LS,raw,0.486328125,0.0044534932466865
LR LS,raw,0.490234375,0.0049835695682153
LR LS,raw,0.494140625,0.0041651549113775
LR LS,raw,0.498046875,0.0053756113031804
LR LS,raw,0.501953125,0.0051569552858148
LR LS,raw,0.505859375,0.0059264460521693
LR LS,raw,0.509765625,0.0044290941873438
LR LS,raw,0.513671875,0.0052683597997787
LR LS,raw,0.517578125,0.0056263322606894
LR LS,raw,0.521484375,0.0056092715751943
LR LS,raw,0.525390625,0.0064636178010274
LR LS,raw,0.529296875,0.0055214561141514
LR LS,raw,0.533203125,0.0063466051092242
LR LS,raw,0.537109375,0.0060824573445805
LR LS,raw,0.541015625,0.0061646336426601
LR LS,raw,0.544921875,0.0060528245698302
LR LS,raw,0.548828125,0.0060942545875983
LR LS,raw,0.552734375,0.0066893063577118
LR LS,raw,0.556640625,0.0064247401692077
LR LS,raw,0.560546875,0.0077484461447091
LR LS,raw,0.564453125,0.0073488529532184
LR LS,raw,0.568359375,0.0069087431979726
LR LS,raw,0.572265625,0.0073378703858973
LR LS,raw,0.576171875,0.0072880998161156
LR LS,raw,0.580078125,0.0080286028262675
LR LS,raw,0.583984375,0.0078880635193586
LR LS,raw,0.587890625,0.0081205255697422
LR LS,raw,0.591796875,0.0085062536127434
LR LS,raw,0.595703125,0.0079952278577748
LR LS,raw,0.599609375,0.008168500341464
LR LS,raw,0.603515625,0.0084966413738998
LR LS,raw,0.607421875,0.008264023438883
LR LS,raw,0.611328125,0.0085163160298665
LR LS,raw,0.615234375,0.0092250710261698
LR LS,raw,0.619140625,0.0083370041762426
LR LS,raw,0.623046875,0.0095153571052528
LR LS,raw,0.626953125,0.0092219577971875
LR LS,raw,0.630859375,0.0091217604706946
LR LS,raw,0.634765625,0.0093672374791807
LR LS,raw,0.638671875,0.0098214847469178
LR LS,raw,0.642578125,0.0096787210251208
LR LS,raw,0.646484375,0.0095025355737818
LR LS,raw,0.650390625,0.0103762034358407
LR LS,raw,0.654296875,0.0108246239590822
LR LS,raw,0.658203125,0.0108306269607547
LR LS,raw,0.662109375,0.010123536487063
LR LS,raw,0.666015625,0.010810177572443
LR LS,raw,0.669921875,0.0095001710832868
LR LS,raw,0.673828125,0.0111853594327914
LR LS,raw,0.677734375,0.0111629210178728
LR LS,raw,0.681640625,0.0118574995750912
LR LS,raw,0.685546875,0.0105758753450749
LR LS,raw,0.689453125,0.0113528182762199
LR LS,raw,0.693359375,0.0114351469421072
LR LS,raw,0.697265625,0.0116212681795035
LR LS,raw,0.701171875,0.0115598020832925
LR LS,raw,0.705078125,0.0109096702529703
LR LS,raw,0.708984375,0.0113665225043436
LR LS,raw,0.712890625,0.0119830808023239
LR LS,raw,0.716796875,0.012861681255601
LR LS,raw,0.720703125,0.0125567683027838
LR LS,raw,0.724609375,0.0110939956270622
LR LS,raw,0.728515625,0.0119091296453627
LR LS,raw,0.732421875,0.0122976630835124
LR LS,raw,0.736328125,0.0124737325998367
LR LS,raw,0.740234375,0.0136210872270404
LR LS,raw,0.744140625,0.0135099304389892
LR LS,raw,0.748046875,0.0124674296861557
LR LS,raw,0.751953125,0.0122384621603963
LR LS,raw,0.755859375,0.0118318867273178
LR LS,raw,0.759765625,0.0132665815851626
LR LS,raw,0.763671875,0.013072763132331
LR LS,raw,0.767578125,0.0126430163031173
LR LS,raw,0.771484375,0.0129645382068175
LR LS,raw,0.775390625,0.0138551227755235
LR LS,raw,0.779296875,0.0134715952804161
LR LS,raw,0.783203125,0.0133860473738678
LR LS,raw,0.787109375,0.0128143430322576
LR LS,raw,0.791015625,0.0151462672905783
LR LS,raw,0.794921875,0.0150020770223582
LR LS,raw,0.798828125,0.0134380733801155
LR LS,raw,0.802734375,0.0127136870570905
LR LS,raw,0.806640625,0.0124484905820091
LR LS,raw,0.810546875,0.0126984657481309
LR LS,raw,0.814453125,0.013988484908586
LR LS,raw,0.818359375,0.0139983772021128
LR LS,raw,0.822265625,0.0126442558836635
LR LS,raw,0.826171875,0.0140676458995501
LR LS,raw,0.830078125,0.0139507829152558
LR LS,raw,0.833984375,0.0144744650957987
LR LS,raw,0.837890625,0.0138048302671088
LR LS,raw,0.841796875,0.0137785296718709
LR LS,raw,0.845703125,0.0136292839362009
LR LS,raw,0.849609375,0.0141077068063227
LR LS,raw,0.853515625,0.0126096304143796
LR LS,raw,0.857421875,0.013608669134557
LR LS,raw,0.861328125,0.0140993974560281
LR LS,raw,0.865234375,0.0150293261461967
LR LS,raw,0.869140625,0.0140792931500042
LR LS,raw,0.873046875,0.0137108713427908
LR LS,raw,0.876953125,0.0157923338607771
LR LS,raw,0.880859375,0.0147535463282234
LR LS,raw,0.884765625,0.0143954730823294
LR LS,raw,0.888671875,0.0140802415159141
LR LS,raw,0.892578125,0.0128981427785557
LR LS,raw,0.896484375,0.0126798456532257
LR LS,raw,0.900390625,0.0146524501421973
LR LS,raw,0.904296875,0.0158562194693676
LR LS,raw,0.908203125,0.0150248271387675
LR LS,raw,0.912109375,0.0119987344149867
LR LS,raw,0.916015625,0.0137005731349973
LR LS,raw,0.919921875,0.0140567996894766
LR LS,raw,0.923828125,0.0144108680559515
LR LS,raw,0.927734375,0.0136114414788493
LR LS,raw,0.931640625,0.0128359919355737
LR LS,raw,0.935546875,0.0159936990701287
LR LS,raw,0.939453125,0.0141067690319682
LR LS,raw,0.943359375,0.0149529454297795
LR LS,raw,0.947265625,0.0140439546405571
LR LS,raw,0.951171875,0.0137751693127212
LR LS,raw,0.955078125,0.0134991376587909
LR LS,raw,0.958984375,0.0131206652178372
LR LS,raw,0.962890625,0.0150218220703641
LR LS,raw,0.966796875,0.0134327240931971
LR LS,raw,0.970703125,0.0147373867147512
LR LS,raw,0.974609375,0.014627632908313
LR LS,raw,0.978515625,0.0130602194807525
LR LS,raw,0.982421875,0.0141877853913412
LR LS,raw,0.986328125,0.012712953206779
LR LS,raw,0.990234375,0.0137638480990193
LR LS,raw,0.994140625,0.0143156391485615
LR LS,raw,0.998046875,0.0126259120303073
LR LS,raw,1.001953125,0.014419342298851
LR LS,raw,1.005859375,0.0145518864244107
LR LS,raw,1.009765625,0.0145470444463851
LR LS,raw,1.013671875,0.0128589140824304
LR LS,raw,1.017578125,0.0138419470727765
LR LS,raw,1.021484375,0.0135434836792733
LR LS,raw,1.025390625,0.0130957395462671
LR LS,raw,1.029296875,0.0143500916434621
LR LS,raw,1.033203125,0.0141946329088259
LR LS,raw,1.037109375,0.0138191944128456
LR LS,raw,1.041015625,0.0139773415705488
LR LS,raw,1.044921875,0.0146639412463336
LR LS,raw,1.048828125,0.014173831926785
LR LS,raw,1.052734375,0.0133122552693027
LR LS,raw,1.056640625,0.012874042760827
LR LS,raw,1.060546875,0.0147176253957901
LR LS,raw,1.064453125,0.0141483553077988
LR LS,raw,1.068359375,0.0148193309884333
LR LS,raw,1.072265625,0.0133926750862843
LR LS,raw,1.076171875,0.0131957249839808
LR LS,raw,1.080078125,0.0141403747098177
LR LS,raw,1.083984375,0.0130797130886714
LR LS,raw,1.087890625,0.0130081181560436
LR LS,raw,1.091796875,0.0137868267234132
LR LS,raw,1.095703125,0.0134116274309658
LR LS,raw,1.099609375,0.0145725712838341
LR LS,raw,1.103515625,0.0132953857873368
LR LS,raw,1.107421875,0.0137970097765478
LR LS,raw,1.111328125,0.0135546440609321
LR LS,raw,1.115234375,0.0145566912656453
LR LS,raw,1.119140625,0.0128548272116128
LR LS,raw,1.123046875,0.0140218497087698
LR LS,raw,1.126953125,0.014397753144094
LR LS,raw,1.130859375,0.0151107255479847
LR LS,raw,1.134765625,0.013850342717105
LR LS,raw,1.138671875,0.0146554393529082
LR LS,raw,1.142578125,0.0145142410077326
LR LS,raw,1.146484375,0.0150570407038777
LR LS,raw,1.150390625,0.0147278102948638
LR LS,raw,1.154296875,0.0171935280089951
LR LS,raw,1.158203125,0.0183722685061588
LR LS,raw,1.162109375,0.0208361644885517
LR LS,raw,1.166015625,0.0232012422408612
LR LS,raw,1.169921875,0.0195402000231847
LR LS,raw,1.173828125,0.0175730100953561
LR LS,raw,1.177734375,0.0160591191242368
LR LS,raw,1.181640625,0.015101697886871
LR LS,raw,1.185546875,0.0147977369672336
LR LS,raw,1.189453125,0.0139602681701622
LR LS,raw,1.193359375,0.0147442046204953
LR LS,raw,1.197265625,0.0136437955776794
LR LS,raw,1.201171875,0.0134437790320319
LR LS,raw,1.205078125,0.0129707068043014
LR LS,raw,1.208984375,0.0145197163383746
LR LS,raw,1.212890625,0.0129356748639348
LR LS,raw,1.216796875,0.0132034070391475
LR LS,raw,1.220703125,0.0133636904206381
LR LS,raw,1.224609375,0.0134223108311476
LR LS,raw,1.228515625,0.0128590122527625
LR LS,raw,1.232421875,0.0136617210186596
LR LS,raw,1.236328125,0.0136858181942349
LR LS,raw,1.240234375,0.0129403538645864
LR LS,raw,1.244140625,0.0140390415667133
LR LS,raw,1.248046875,0.0131510211503998
LR LS,raw,1.251953125,0.0129844161278358
LR LS,raw,1.255859375,0.0139171773458397
LR LS,raw,1.259765625,0.0124539732697683
LR LS,raw,1.263671875,0.0133985107542279
LR LS,raw,1.267578125,0.0127091126233163
LR LS,raw,1.271484375,0.0129482828588467
LR LS,raw,1.275390625,0.0127004556163438
LR LS,raw,1.279296875,0.0132335137058506
LR LS,raw,1.283203125,0.0111565386653614
LR LS,raw,1.287109375,0.012562200380594
LR LS,raw,1.291015625,0.0120353784730555
LR LS,raw,1.294921875,0.0125851112854148
LR LS,raw,1.298828125,0.01184496679172
LR LS,raw,1.302734375,0.0124511759632659
LR LS,raw,1.306640625,0.0116256466607966
LR LS,raw,1.310546875,0.0115217312334229
LR LS,raw,1.314453125,0.0117143464598218
LR LS,raw,1.318359375,0.0111010589765216
LR LS,raw,1.322265625,0.011028680212792
LR LS,raw,1.326171875,0.0108596932162999
LR LS,raw,1.330078125,0.0111697041407708
LR LS,raw,1.333984375,0.0117023053096197
LR LS,raw,1.337890625,0.0104090841925733
LR LS,raw,1.341796875,0.01009493312673
LR LS,raw,1.345703125,0.0098990869428642
LR LS,raw,1.349609375,0.0099006681762282
LR LS,raw,1.353515625,0.0111208232787247
LR LS,raw,1.357421875,0.0105219765740722
LR LS,raw,1.361328125,0.0097943197028723
LR LS,raw,1.365234375,0.0102385424774777
LR LS,raw,1.369140625,0.0096265080964479
LR LS,raw,1.373046875,0.0098726230034935
LR LS,raw,1.376953125,0.0094655236409337
LR LS,raw,1.380859375,0.008685551170413
LR LS,raw,1.384765625,0.010036225470106
LR LS,raw,1.388671875,0.0090041582732283
LR LS,raw,1.392578125,0.0091057607575632
LR LS,raw,1.396484375,0.0084036338341059
LR LS,raw,1.400390625,0.0089763473130085
LR LS,raw,1.404296875,0.0085049978549119
LR LS,raw,1.408203125,0.0088374528582437
LR LS,raw,1.412109375,0.0086591994532967
LR LS,raw,1.416015625,0.008201305287111
LR LS,raw,1.419921875,0.0088071951002094
LR LS,raw,1.423828125,0.0079373478007423
LR LS,raw,1.427734375,0.0084765361854763
LR LS,raw,1.431640625,0.0082103837650353
LR LS,raw,1.435546875,0.0080540105463272
LR LS,raw,1.439453125,0.0080550068182086
LR LS,raw,1.443359375,0.0085965915804043
LR LS,raw,1.447265625,0.0078055030569646
LR LS,raw,1.451171875,0.0079045360282615
LR LS,raw,1.455078125,0.0075655608337207
LR LS,raw,1.458984375,0.0074598644138537
LR LS,raw,1.462890625,0.0082694652930234
LR LS,raw,1.466796875,0.0071999190562528
LR LS,raw,1.470703125,0.0073893956707085
LR LS,raw,1.474609375,0.0074361974295491
LR LS,raw,1.478515625,0.0075601368532294
LR LS,raw,1.482421875,0.0068857882159407
LR LS,raw,1.486328125,0.0069029997557688
LR LS,raw,1.490234375,0.0065459991778307
LR LS,raw,1.494140625,0.0068501451457074
LR LS,raw,1.498046875,0.006734015286544
LR LS,raw,1.501953125,0.0061177433411279
LR LS,raw,1.505859375,0.0067999566054981
LR LS,raw,1.509765625,0.0061486799819886
LR LS,raw,1.513671875,0.0059179737243051
LR LS,raw,1.517578125,0.0061664956433537
LR LS,raw,1.521484375,0.0064332103093006
LR LS,raw,1.525390625,0.0058655573389893
LR LS,raw,1.529296875,0.0067637130794323
LR LS,raw,1.533203125,0.0061492943114572
LR LS,raw,1.537109375,0.005693265575525
LR LS,raw,1.541015625,0.0056171111485689
LR LS,raw,1.544921875,0.005463472021038
LR LS,raw,1.548828125,0.0055749806763962
LR LS,raw,1.552734375,0.0055615877313936
LR LS,raw,1.556640625,0.0052058353211166
LR LS,raw,1.560546875,0.0053332051022573
LR LS,raw,1.564453125,0.0050744009508806
LR LS,raw,1.568359375,0.0050402978293107
LR LS,raw,1.572265625,0.0048267757394319
LR LS,raw,1.576171875,0.0051860011319732
LR LS,raw,1.580078125,0.0050584611546085
LR LS,raw,1.583984375,0.0046233866820042
LR LS,raw,1.587890625,0.0048832511120736
LR LS,raw,1.591796875,0.0046375128671159
LR LS,raw,1.595703125,0.0041419482840225
LR LS,raw,1.599609375,0.0043519083022522
LR LS,raw,1.603515625,0.0044514647924427
LR LS,raw,1.607421875,0.0040765634671846
LR LS,raw,1.611328125,0.0043320593890943
LR LS,raw,1.615234375,0.004293171429074
LR LS,raw,1.619140625,0.0041206479338598
LR LS,raw,1.623046875,0.0043476771006435
LR LS,raw,1.626953125,0.0040083949984653
LR LS,raw,1.630859375,0.0039413113151731
LR LS,raw,1.634765625,0.0042666241965412
LR LS,raw,1.638671875,0.0040586975016094
LR LS,raw,1.642578125,0.004295245448769
LR LS,raw,1.646484375,0.0040721215244817
LR LS,raw,1.650390625,0.0039542679096755
LR LS,raw,1.654296875,0.0041779527785939
LR LS,raw,1.658203125,0.0040893381314166
LR LS,raw,1.662109375,0.0041875909632338
LR LS,raw,1.666015625,0.0040613696845277
LR LS,raw,1.669921875,0.0042474453805304
LR LS,raw,1.673828125,0.0038541260045645
LR LS,raw,1.677734375,0.0042071463102119
LR LS,raw,1.681640625,0.0040350497421699
LR LS,raw,1.685546875,0.0042127010368275
LR LS,raw,1.689453125,0.0042137902812656
LR LS,raw,1.693359375,0.0039156532579449
LR LS,raw,1.697265625,0.0041230321238003
LR LS,raw,1.701171875,0.0042689918156458
LR LS,raw,1.705078125,0.0045881668813751
LR LS,raw,1.708984375,0.0046976435834253
LR LS,raw,1.712890625,0.0041874552633251
LR LS,raw,1.716796875,0.004454455232981
LR LS,raw,1.720703125,0.0041980532415083
LR LS,raw,1.724609375,0.0041921724616163
LR LS,raw,1.728515625,0.0041736934936208
LR LS,raw,1.732421875,0.0041610615814368
LR LS,raw,1.736328125,0.0045706453413138
LR LS,raw,1.740234375,0.0041007395299413
LR LS,raw,1.744140625,0.0045271216655131
LR LS,raw,1.748046875,0.0042165560674148
LR LS,raw,1.751953125,0.0042640014700583
LR LS,raw,1.755859375,0.0041516899041946
LR LS,raw,1.759765625,0.0046365301909686
LR LS,raw,1.763671875,0.0041485871171544
LR LS,raw,1.767578125,0.0043424866956695
LR LS,raw,1.771484375,0.004548924604656
LR LS,raw,1.775390625,0.0047151805182576
LR LS,raw,1.779296875,0.0045669008511032
LR LS,raw,1.783203125,0.0044085521256426
LR LS,raw,1.787109375,0.004527778035752
LR LS,raw,1.791015625,0.0047913136311522
LR LS,raw,1.794921875,0.00439563755294
LR LS,raw,1.798828125,0.0046310619287371
LR LS,raw,1.802734375,0.0046910480906873
LR LS,raw,1.806640625,0.0042534216797791
LR LS,raw,1.810546875,0.0047316913104555
LR LS,raw,1.814453125,0.0045447363786201
LR LS,raw,1.818359375,0.0046805266097752
LR LS,raw,1.822265625,0.0042417785317934
LR LS,raw,1.826171875,0.0046081869854166
LR LS,raw,1.830078125,0.0047598223983819
LR LS,raw,1.833984375,0.0049226512088956
LR LS,raw,1.837890625,0.0048218916428442
LR LS,raw,1.841796875,0.0046585079890342
LR LS,raw,1.845703125,0.0047012551883207
LR LS,raw,1.849609375,0.0047001964837638
LR LS,raw,1.853515625,0.0045763326619557
LR LS,raw,1.857421875,0.0052174054144524
LR LS,raw,1.861328125,0.0046673465857567
LR LS,raw,1.865234375,0.0046232715837523
LR LS,raw,1.869140625,0.0048227365456545
LR LS,raw,1.873046875,0.0047236039530041
LR LS,raw,1.876953125,0.0047963404355681
LR LS,raw,1.880859375,0.0046624834474525
LR LS,raw,1.884765625,0.0053812414140913
LR LS,raw,1.888671875,0.0046873538043028
LR LS,raw,1.892578125,0.0048983491614836
LR LS,raw,1.896484375,0.0043940536921713
LR LS,raw,1.900390625,0.0044533237876055
LR LS,raw,1.904296875,0.0048595353041493
LR LS,raw,1.908203125,0.0047059043073547
LR LS,raw,1.912109375,0.0044438237002107
LR LS,raw,1.916015625,0.0050363975703412
LR LS,raw,1.919921875,0.0046790691767163
LR LS,raw,1.923828125,0.0048070543235126
LR LS,raw,1.927734375,0.0044890358653503
LR LS,raw,1.931640625,0.0050230430044929
LR LS,raw,1.935546875,0.0053131060792814
LR LS,raw,1.939453125,0.0046784525094807
LR LS,raw,1.943359375,0.0047232934962339
LR LS,raw,1.947265625,0.0047197067884995
LR LS,raw,1.951171875,0.0045980638640809
