x,E_p,tercile_index,tercile_label
2.54272695267573,2.4742081660046455,0,"(0.05, 15)"
6.912040854431688,2.461231649842283,0,"(0.05, 15)"
3.975443010311573,2.5109910692572575,0,"(0.05, 15)"
3.975443010311573,2.5659316027545733,0,"(0.05, 15)"
10.59634808623232,2.5688396054900795,0,"(0.05, 15)"
10.59634808623232,2.5627444140346483,0,"(0.05, 15)"
8.383831554604695,1.340901035334741,0,"(0.05, 15)"
8.383831554604695,1.3780241201162435,0,"(0.05, 15)"
12.235854304535314,1.3586769287701916,0,"(0.05, 15)"
12.235854304535314,1.3467294514143255,0,"(0.05, 15)"
9.192063797684389,2.5932618500390716,0,"(0.05, 15)"
6.719758753990754,2.5986242200013723,0,"(0.05, 15)"
10.756126609677448,2.3897573205449785,0,"(0.05, 15)"
2.8252681151963768,2.3298299444096036,0,"(0.05, 15)"
2.8242818578612057,2.3136180542020552,0,"(0.05, 15)"
9.9220649715513,2.371577934317853,0,"(0.05, 15)"
11.865546986740082,2.541612889229271,0,"(0.05, 15)"
7.861463460419326,2.523261135584904,0,"(0.05, 15)"
6.468096609041094,2.5348069400850393,0,"(0.05, 15)"
4.343695139931515,2.53493791918725,0,"(0.05, 15)"
1.1291914488188923,2.2491084784572815,0,"(0.05, 15)"
1.1291914488188923,2.1417401327581005,0,"(0.05, 15)"
5.201029231911525,2.39741446602772,0,"(0.05, 15)"
5.201029231911525,2.1171657223030684,0,"(0.05, 15)"
10.17109784851782,2.131152654427267,0,"(0.05, 15)"
10.17109784851782,2.6091514903103015,0,"(0.05, 15)"
4.108876531617716,2.0727209769060124,0,"(0.05, 15)"
4.108876531617716,2.585653025550015,0,"(0.05, 15)"
8.739614077052101,2.585556802507991,0,"(0.05, 15)"
0.4377530682832002,1.9197545967441427,0,"(0.05, 15)"
4.801328063430264,2.5955776170853806,0,"(0.05, 15)"
7.212899734918028,2.6122129017833684,0,"(0.05, 15)"
12.672069804789498,2.588090426207865,0,"(0.05, 15)"
12.672069804789498,2.5242540771365323,0,"(0.05, 15)"
11.20216690399684,2.56612501575566,0,"(0.05, 15)"
11.20216690399684,2.4943453419990713,0,"(0.05, 15)"
7.9298040727619075,2.635893371578243,0,"(0.05, 15)"
8.37165751773864,2.6060061307703406,0,"(0.05, 15)"
5.668660288257524,1.942369302710404,0,"(0.05, 15)"
0.9610661081038416,2.0819789083938827,0,"(0.05, 15)"
10.076869330834596,2.5531348398834988,0,"(0.05, 15)"
3.3132972555235023,2.53655269675559,0,"(0.05, 15)"
3.5083432940766213,1.822087610568268,0,"(0.05, 15)"
9.357683492358774,1.6912848274545855,0,"(0.05, 15)"
9.50567195978947,2.310120605843346,0,"(0.05, 15)"
7.493830329878255,2.267099222480348,0,"(0.05, 15)"
2.2151735364925114,2.4777574063463734,0,"(0.05, 15)"
3.8710095131769777,2.5178877914056192,0,"(0.05, 15)"
13.348162918072196,1.9825149061378464,0,"(0.05, 15)"
5.511090136971324,1.7781449775104616,0,"(0.05, 15)"
0.1599490975961089,1.492055681747578,0,"(0.05, 15)"
12.27958238814026,2.5695789218283616,0,"(0.05, 15)"
5.5043616410344836,2.604400506734545,0,"(0.05, 15)"
8.608343908423558,2.6163920343168625,0,"(0.05, 15)"
10.847245426103472,2.5977213786009465,0,"(0.05, 15)"
13.44480508873239,2.541287389044582,0,"(0.05, 15)"
2.7052412175573406,2.518182903657715,0,"(0.05, 15)"
6.027938459441065,2.562060754791498,0,"(0.05, 15)"
4.637077567260712,2.167079623309938,0,"(0.05, 15)"
4.637077567260712,2.484173311789634,0,"(0.05, 15)"
3.197338908957317,2.203345121707194,0,"(0.05, 15)"
3.197338908957317,2.423027224524212,0,"(0.05, 15)"
6.953767512692138,2.451191242244342,0,"(0.05, 15)"
1.1360868324991316,2.2706787020084613,0,"(0.05, 15)"
12.166833301773297,1.124343217693044,0,"(0.05, 15)"
5.01750571290031,1.21642022247542,0,"(0.05, 15)"
12.542386842193082,2.5731149039635026,0,"(0.05, 15)"
2.105579458968714,2.5129068799109935,0,"(0.05, 15)"
7.195921089733019,2.4778932909796194,0,"(0.05, 15)"
5.789796476438641,2.4416109288258587,0,"(0.05, 15)"
6.304076621634885,2.5102814141367498,0,"(0.05, 15)"
11.926165755931288,2.539631784861344,0,"(0.05, 15)"
8.620587065350264,2.3956466874469844,0,"(0.05, 15)"
10.83384269811213,2.4458146011910227,0,"(0.05, 15)"
3.0931967858225105,2.5411272096329465,0,"(0.05, 15)"
3.0931967858225105,2.0836085399956055,0,"(0.05, 15)"
0.4876381484325975,1.9815078043118663,0,"(0.05, 15)"
0.4876381484325975,1.867377036765244,0,"(0.05, 15)"
5.761418545339256,2.24216575797457,0,"(0.05, 15)"
11.580394644197076,2.3370812264630323,0,"(0.05, 15)"
0.5463013510219753,1.3709821696855624,0,"(0.05, 15)"
7.685994219733401,1.1845942709338324,0,"(0.05, 15)"
11.679932003421708,2.5379156459109637,0,"(0.05, 15)"
11.679932003421708,2.5545242516120017,0,"(0.05, 15)"
10.038471884513276,2.5492186835315116,0,"(0.05, 15)"
10.038471884513276,2.581016421359778,0,"(0.05, 15)"
9.749326336523518,2.623167544565361,0,"(0.05, 15)"
12.882052979059518,2.5885797997347155,0,"(0.05, 15)"
13.457841460360214,2.5561921228436955,0,"(0.05, 15)"
7.76924395901151,2.549292101769973,0,"(0.05, 15)"
0.0617032738868147,1.298245787353016,0,"(0.05, 15)"
1.61805202155374,2.4026042693814005,0,"(0.05, 15)"
11.191742463968694,1.1449862923348686,0,"(0.05, 15)"
2.70731861484237,1.3846979549233105,0,"(0.05, 15)"
4.193261691275984,2.3611646268570654,0,"(0.05, 15)"
13.054937182087452,2.480544139272626,0,"(0.05, 15)"
12.058192838076502,2.594125754988964,0,"(0.05, 15)"
9.064039365807549,2.6068326649663356,0,"(0.05, 15)"
1.4958771284669636,1.851910416711802,0,"(0.05, 15)"
1.9753892067354173,1.808979123802324,0,"(0.05, 15)"
6.683494309149682,2.3418318458503604,0,"(0.05, 15)"
5.856782132666558,2.3758589738742377,0,"(0.05, 15)"
9.003801445895807,2.52412522251724,0,"(0.05, 15)"
