series,x,y
time_hist,0.11427867187499999,0.004410554041228581
time_hist,0.342836015625,0.046310817432900095
time_hist,0.571393359375,0.03528443232982864
time_hist,0.7999507031249999,0.05954247955658585
time_hist,1.0285080468749999,0.04631081743290011
time_hist,1.2570653906249998,0.07938997274211439
time_hist,1.485622734375,0.15436939144300038
time_hist,1.7141800781249998,0.28007018161801495
time_hist,1.9427374218749998,0.30873878288600076
time_hist,2.1712947656249995,0.34181793819521505
time_hist,2.399852109375,0.4035656947724153
time_hist,2.6284094531249997,0.32638099905091444
time_hist,2.8569667968749997,0.2690437965149435
time_hist,3.085524140625,0.3021229518241578
time_hist,3.3140814843749995,0.258017411411872
time_hist,3.542638828125,0.17421688462852897
time_hist,3.7711961718749993,0.1918591007934433
time_hist,3.9997535156249997,0.16319049952545753
time_hist,4.228310859375,0.12570079017501434
time_hist,4.4568682031249995,0.11467440507194335
time_hist,4.685425546874999,0.1345218982574715
time_hist,4.913982890624999,0.09262163486580038
time_hist,5.142540234375,0.061747756577200025
time_hist,5.371097578124999,0.048516094453514305
time_hist,5.599654921875,0.05292664849474308
time_hist,5.828212265625,0.0639530335978143
time_hist,6.056769609374999,0.04851609445351449
time_hist,6.285326953124999,0.024258047226757153
time_hist,6.513884296874999,0.028668601267985837
time_hist,6.742441640625,0.022052770206142863
time_hist,6.970998984374999,0.02205277020614295
time_hist,7.199556328124999,0.01764221616491429
time_hist,7.428113671875,0.022052770206142863
time_hist,7.656671015624999,0.011026385103071475
time_hist,7.885228359374999,0.01323166212368572
time_hist,8.113785703125,0.0022052770206142953
time_hist,8.342343046874998,0.0044105540412285905
time_hist,8.570900390624999,0.006615831061842834
time_hist,8.799457734375,0.011026385103071475
time_hist,9.028015078124998,0.0022052770206142953
angle_hist,0.008726646259971648,0.08598666260092394
angle_hist,0.026179938779914945,0.34394665040369576
angle_hist,0.043633231299858244,0.2579599878027718
angle_hist,0.061086523819801536,0.45859553387159446
angle_hist,0.07853981633974483,0.8025421842752902
angle_hist,0.09599310885968812,0.9171910677431881
angle_hist,0.11344640137963143,1.6337465894175551
angle_hist,0.13089969389957473,1.7770576937524287
angle_hist,0.148352986419518,1.748395472885454
angle_hist,0.16580627893946132,2.694248761495617
angle_hist,0.18325957145940458,2.7515732032295666
angle_hist,0.2007128639793479,3.2674931788351054
angle_hist,0.21816615649929122,3.410804283169984
angle_hist,0.23561944901923448,3.2674931788351103
angle_hist,0.2530727415391778,3.4681287249039388
angle_hist,0.27052603405912107,3.2388309579681307
angle_hist,0.2879793265790644,3.066857632766283
angle_hist,0.30543261909900765,2.292977669357976
angle_hist,0.32288591161895097,2.2929776693579687
angle_hist,0.3403392041388943,2.579599878027723
angle_hist,0.35779249665883756,1.977693239821248
angle_hist,0.3752457891787808,1.4617732642157097
angle_hist,0.39269908169872414,1.4904354850826795
angle_hist,0.41015237421866746,1.2611377181468828
angle_hist,0.4276056667386108,1.146488834678988
angle_hist,0.44505895925855404,0.45859553387159374
angle_hist,0.4625122517784973,0.5159199756055446
