tau,x,y
10.1375,1.3002702927357754,4.2112397942115445
10.1375,1.317723585255719,2.8074931961410297
10.1375,1.335176877775662,2.1485917317405843
10.1375,1.3526301702956054,1.4896902673401573
10.1375,1.3700834628155487,0.6302535746439047
10.1375,1.3875367553354918,0.5443099053742814
10.1375,1.4049900478554354,0.20053522829578785
10.1375,1.4224433403753785,0.3151267873219524
10.1375,1.439896632895322,0.14323944878270561
10.1375,1.457349925415265,0.02864788975654112
10.1375,1.4748032179352086,0.0
10.1375,1.4922565104551517,0.0
10.1375,1.509709802975095,0.028647889756541485
10.1375,1.5271630954950384,0.0
10.1375,1.5446163880149815,0.0
10.1375,1.562069680534925,0.0
10.1375,1.579522973054868,0.0
10.1375,1.5969762655748116,0.0
10.1375,1.6144295580947547,0.0
10.1375,1.6318828506146983,0.0
10.1375,1.6493361431346414,0.0
10.1375,1.666789435654585,0.0
10.1375,1.684242728174528,0.0
10.1375,1.7016960206944711,0.0
10.1375,1.7191493132144147,0.0
10.1375,1.7366026057343578,0.0
10.1375,1.7540558982543013,0.0
10.1375,1.7715091907742444,0.0
10.1375,1.788962483294188,0.0
10.1375,1.806415775814131,0.0
10.1375,1.8238690683340746,0.0
10.1375,1.8413223608540177,0.0
10.1375,1.8587756533739608,0.0
10.1375,1.8762289458939043,0.0
10.1375,1.8936822384138474,0.0
10.1375,1.911135530933791,0.0
10.1375,1.928588823453734,0.0
10.1375,1.9460421159736776,0.0
10.1375,1.9634954084936207,0.0
10.1375,1.9809487010135642,0.0
10.1375,1.9984019935335073,0.0
10.1375,2.0158552860534504,0.0
10.1375,2.033308578573394,0.0
10.1375,2.0507618710933375,0.0
10.1375,2.0682151636132806,0.0
10.1375,2.0856684561332237,0.0
10.1375,2.103121748653167,0.0
10.1375,2.1205750411731104,0.0
10.1375,2.138028333693054,0.0
10.1375,2.155481626212997,0.0
10.1375,2.17293491873294,0.0
10.1375,2.1903882112528836,0.0
10.1375,2.207841503772827,0.0
10.1375,2.2252947962927703,0.0
10.1375,2.2427480888127134,0.0
10.1375,2.2602013813326565,0.0
10.1375,2.2776546738526,0.0
10.1375,2.2951079663725436,0.0
10.1375,2.3125612588924866,0.0
10.1375,2.3300145514124297,0.0
10.1375,2.3474678439323733,0.0
10.1375,2.364921136452317,0.0
10.1375,2.38237442897226,0.0
10.1375,2.399827721492203,0.0
10.1375,2.417281014012146,0.0
10.1375,2.4347343065320897,0.0
10.1375,2.452187599052033,0.0
10.1375,2.4696408915719763,0.0
