series,x,y,yerr
Dr=0.00,0.05,3.6494583333333335,0.0008075039381558861
Dr=0.00,0.06713307158953626,3.331166666666667,0.0007797075991239938
Dr=0.00,0.09013698602091601,3.036488541666667,0.0007450664329863767
Dr=0.00,0.12102345470814373,2.7609489583333335,0.0007040658882301265
Dr=0.00,0.16249352497869624,2.5008489583333335,0.0006558668575185079
Dr=0.00,0.21817378890461828,2.253295833333333,0.0006007116057766684
Dr=0.00,0.2929335317898823,2.0163458333333333,0.0005407876466337074
Dr=0.00,0.39331055521251734,1.7891895833333336,0.0004778695682703501
Dr=0.00,0.5280829132000436,1.57200625,0.00041339343663341586
Dr=0.00,0.7090365603413878,1.36606875,0.00035360494055627884
Dr=0.00,0.9519960432999388,1.17320625,0.00029668133015960986
Dr=0.00,1.2782083705562017,0.99571875,0.00024685544087196294
Dr=0.00,1.7162010809378796,0.8355874999999999,0.0002033555287246517
Dr=0.00,2.304277000572844,0.694153125,0.0001669209712542941
Dr=0.00,3.093863856831574,0.5719197916666667,0.0001393645333174679
Dr=0.00,4.154011675779056,0.4682895833333333,0.00011604689575341868
Dr=0.00,5.577431264276897,0.38204479166666666,9.843392300417585e-05
Dr=0.00,7.488601847008378,0.3113614583333333,8.5741318692348e-05
Dr=0.00,10.054656878014933,0.2542052083333333,7.687044545114436e-05
Dr=0.00,13.5,0.20800416666666666,5.220568544732847e-05
Dr=0.05,0.05,3.0642052083333335,0.05211218282855275
Dr=0.05,0.06713307158953626,2.991107291666667,0.049515423837445026
Dr=0.05,0.09013698602091601,2.870527083333333,0.047645946136211745
Dr=0.05,0.12102345470814373,2.6798843750000003,0.041202317685998475
Dr=0.05,0.16249352497869624,2.4915364583333335,0.03620408861507365
Dr=0.05,0.21817378890461828,2.329827083333334,0.03374025192843822
Dr=0.05,0.2929335317898823,2.121098958333333,0.027183886497144965
Dr=0.05,0.39331055521251734,1.8549541666666665,0.02064113661651751
Dr=0.05,0.5280829132000436,1.6250270833333333,0.015494969129315354
Dr=0.05,0.7090365603413878,1.4065052083333334,0.011780334168732835
Dr=0.05,0.9519960432999388,1.211778125,0.009170998696452467
Dr=0.05,1.2782083705562017,1.0224052083333333,0.006668961101188696
Dr=0.05,1.7162010809378796,0.85016875,0.004505350343030609
Dr=0.05,2.304277000572844,0.7051354166666667,0.003261986397653242
Dr=0.05,3.093863856831574,0.5790302083333334,0.0023937286001745705
Dr=0.05,4.154011675779056,0.4713489583333333,0.0016459524043969888
Dr=0.05,5.577431264276897,0.38310625,0.001122478247453305
Dr=0.05,7.488601847008378,0.3115895833333333,0.0007723923110396203
Dr=0.05,10.054656878014933,0.2539895833333334,0.0005301638842332951
Dr=0.05,13.5,0.20732807093425606,0.0004045496902831427
Dr=0.10,0.05,2.6433145833333334,0.048850400065690705
Dr=0.10,0.06713307158953626,2.6392729166666666,0.049872038779883214
Dr=0.10,0.09013698602091601,2.5844447916666664,0.04823015584324544
Dr=0.10,0.12102345470814373,2.499371875,0.046617012122052374
Dr=0.10,0.16249352497869624,2.3479937499999997,0.042450883262443215
Dr=0.10,0.21817378890461828,2.1827666666666663,0.03527071083371965
Dr=0.10,0.2929335317898823,2.0280531249999996,0.03396068580729155
Dr=0.10,0.39331055521251734,1.7904614583333334,0.025931112605279544
Dr=0.10,0.5280829132000436,1.5981739583333334,0.02074305786840793
Dr=0.10,0.7090365603413878,1.3895135416666666,0.016110339265998672
Dr=0.10,0.9519960432999388,1.1999635416666667,0.012389304963756929
Dr=0.10,1.2782083705562017,1.0151812500000001,0.00898617062244287
Dr=0.10,1.7162010809378796,0.8524385416666667,0.006432092380699143
Dr=0.10,2.304277000572844,0.7090510416666667,0.004577232044128075
Dr=0.10,3.093863856831574,0.5829770833333333,0.0033857637915440685
Dr=0.10,4.154011675779056,0.4739958333333333,0.002395527060581473
Dr=0.10,5.577431264276897,0.3843489583333333,0.0016074259040259563
Dr=0.10,7.488601847008378,0.3120802083333334,0.0011029173108620682
Dr=0.10,10.054656878014933,0.2540302083333333,0.0007549142803460841
Dr=0.10,13.5,0.20614545036764706,0.0008816722718013196
