series,x,y
time_hist,0.0038907031249999996,0.0
time_hist,0.011672109375,0.0
time_hist,0.019453515625,0.0
time_hist,0.027234921875,0.0
time_hist,0.035016328124999996,0.0
time_hist,0.04279773437499999,0.0
time_hist,0.050579140625,0.0
time_hist,0.058360546874999995,0.0
time_hist,0.06614195312499999,0.0
time_hist,0.073923359375,0.0
time_hist,0.08170476562499998,0.0
time_hist,0.08948617187499999,0.0
time_hist,0.097267578125,0.0
time_hist,0.10504898437499999,0.0
time_hist,0.112830390625,0.0
time_hist,0.12061179687499998,0.0
time_hist,0.128393203125,0.0
time_hist,0.13617460937499998,0.0
time_hist,0.143956015625,0.0
time_hist,0.151737421875,0.0
time_hist,0.15951882812499998,0.0
time_hist,0.16730023437499997,0.0
time_hist,0.17508164062499998,0.19471435708057433
time_hist,0.182863046875,0.6490478569352478
time_hist,0.190644453125,1.8822387851122253
time_hist,0.19842585937499999,5.906335498110756
time_hist,0.20620726562499997,13.824719352720829
time_hist,0.21398867187499998,18.822387851122187
time_hist,0.221770078125,25.832104706022957
time_hist,0.22955148437499998,17.913720851412837
time_hist,0.23733289062499996,13.175671495785577
time_hist,0.24511429687499997,10.579480068044539
time_hist,0.252895703125,6.101049855191329
time_hist,0.260677109375,3.764477570224437
time_hist,0.268458515625,3.439953641756838
time_hist,0.27623992187499996,2.596191427740991
time_hist,0.28402132812499997,1.3630004995640204
time_hist,0.291802734375,1.2980957138704956
time_hist,0.29958414062499994,0.7788574283223029
time_hist,0.30736554687499995,0.38942871416114866
angle_hist,0.008726646259971648,0.0
angle_hist,0.026179938779914945,0.0
angle_hist,0.043633231299858244,0.0
angle_hist,0.061086523819801536,0.0
angle_hist,0.07853981633974483,0.0
angle_hist,0.09599310885968812,0.0
angle_hist,0.11344640137963143,0.0
angle_hist,0.13089969389957473,0.0
angle_hist,0.148352986419518,0.0
angle_hist,0.16580627893946132,0.0
angle_hist,0.18325957145940458,0.0
angle_hist,0.2007128639793479,0.0
angle_hist,0.21816615649929122,0.0
angle_hist,0.23561944901923448,0.0
angle_hist,0.2530727415391778,0.0
angle_hist,0.27052603405912107,0.0
angle_hist,0.2879793265790644,0.0
angle_hist,0.30543261909900765,0.0
angle_hist,0.32288591161895097,0.0
angle_hist,0.3403392041388943,0.0
angle_hist,0.35779249665883756,0.0
angle_hist,0.3752457891787808,0.0
angle_hist,0.39269908169872414,0.0
angle_hist,0.41015237421866746,0.0
angle_hist,0.4276056667386108,0.0
angle_hist,0.44505895925855404,0.0
angle_hist,0.4625122517784973,0.0
angle_hist,0.4799655442984406,0.0
angle_hist,0.49741883681838395,0.0
angle_hist,0.5148721293383272,0.0
angle_hist,0.5323254218582705,0.0
angle_hist,0.5497787143782138,0.0
angle_hist,0.5672320068981571,0.0
angle_hist,0.5846852994181004,0.0
angle_hist,0.6021385919380438,0.0
angle_hist,0.619591884457987,0.0
