x,y
0.0025,0.013425
0.0075,0.0134375
0.0125,0.013803125000000003
0.0175,0.013509374999999997
0.0225,0.013715624999999997
0.0275,0.013640625000000007
0.0325,0.013746874999999988
0.037500000000000006,0.014278125000000008
0.042499999999999996,0.013584375000000008
0.0475,0.013853124999999987
0.052500000000000005,0.013962500000000008
0.057499999999999996,0.013821875000000008
0.0625,0.013465624999999988
0.0675,0.013387499999999988
0.07250000000000001,0.013687500000000024
0.0775,0.013553124999999987
0.0825,0.013587499999999988
0.0875,0.013425000000000024
0.0925,0.013796874999999988
0.0975,0.013978124999999987
0.10250000000000001,0.013859375000000024
0.1075,0.013818749999999987
0.1125,0.013337499999999988
0.1175,0.013525000000000025
0.1225,0.013799999999999988
0.1275,0.013456249999999987
0.1325,0.013896874999999987
0.1375,0.013899999999999987
0.14250000000000002,0.014225000000000067
0.1475,0.014074999999999987
0.1525,0.013803124999999987
0.1575,0.014171874999999987
0.1625,0.014043749999999987
0.1675,0.014137499999999987
0.17250000000000001,0.013946874999999987
0.1775,0.014475000000000068
0.1825,0.014421874999999987
0.1875,0.014428124999999986
0.1925,0.014549999999999987
0.1975,0.014618749999999986
0.2025,0.014506249999999986
0.20750000000000002,0.01491875000000007
0.2125,0.014640624999999987
0.2175,0.014893749999999987
0.2225,0.014528124999999987
0.2275,0.014806249999999986
0.2325,0.014387499999999987
0.2375,0.014028125000000067
0.2425,0.014262499999999987
0.2475,0.014103124999999987
0.2525,0.014124999999999987
0.2575,0.013937499999999988
0.2625,0.013943749999999987
0.2675,0.013565624999999987
0.2725,0.014603124999999986
0.2775,0.014178124999999988
0.28250000000000003,0.014634374999999986
0.2875,0.014103125000000143
0.2925,0.014168749999999987
0.2975,0.014415624999999987
0.3025,0.014081249999999988
0.3075,0.014881249999999987
0.3125,0.014912499999999987
0.3175,0.015428124999999985
0.3225,0.015559374999999986
0.3275,0.015662499999999985
0.3325,0.016349999999999986
0.3375,0.016159374999999986
0.3425,0.016728124999999986
0.34750000000000003,0.017074999999999986
0.35250000000000004,0.017156250000000175
0.3575,0.016924999999999985
0.3625,0.017231249999999983
0.3675,0.017571874999999983
0.3725,0.017106249999999986
0.3775,0.017503124999999984
0.3825,0.017812499999999985
0.3875,0.017634374999999983
0.3925,0.017756249999999984
0.3975,0.017896874999999982
0.4025,0.018312499999999985
0.40750000000000003,0.01843749999999998
0.41250000000000003,0.017940624999999984
0.4175,0.01759687500000018
0.4225,0.017581249999999982
0.4275,0.018362499999999983
0.4325,0.018446874999999984
0.4375,0.018465624999999982
0.4425,0.018531249999999982
0.4475,0.018709374999999983
0.4525,0.019078124999999984
0.4575,0.019362499999999984
0.4625,0.02020624999999998
0.4675,0.01995624999999998
0.47250000000000003,0.019568749999999982
0.47750000000000004,0.020040625000000204
0.4825,0.019790624999999982
0.4875,0.02023437499999998
0.4925,0.01994999999999998
0.4975,0.02037499999999998
0.5025,0.020228124999999982
0.5075000000000001,0.02056249999999998
0.5125,0.02135624999999998
0.5175000000000001,0.02110312499999998
0.5225,0.02124687499999998
0.5275000000000001,0.02192187499999998
0.5325,0.02157812499999998
0.5375000000000001,0.02192187499999998
0.5425,0.02215312499999998
0.5475000000000001,0.02194999999999998
0.5525,0.02245312499999998
0.5575000000000001,0.02273437499999998
0.5625,0.02253749999999998
0.5675000000000001,0.02271874999999998
0.5725,0.022881249999999978
0.5775,0.022450000000000477
0.5825,0.02257499999999998
0.5874999999999999,0.02271249999999998
0.5925,0.023228124999999978
0.5974999999999999,0.02288749999999998
0.6025,0.023456249999999977
0.6074999999999999,0.023290624999999978
0.6125,0.023290624999999978
0.6174999999999999,0.02337812499999998
0.6225,0.02328124999999998
0.6275,0.02342812499999998
0.6325000000000001,0.02393749999999998
0.6375,0.02410624999999998
0.6425000000000001,0.02356249999999998
0.6475,0.024021874999999977
0.6525000000000001,0.02381562499999998
0.6575,0.02403124999999998
0.6625000000000001,0.024503124999999976
0.6675,0.024693749999999976
0.6725000000000001,0.025643749999999976
0.6775,0.025568749999999977
0.6825000000000001,0.025771874999999975
0.6875,0.026434374999999975
0.6925000000000001,0.025559374999999978
0.6975,0.026196874999999977
0.7025,0.025996875000000554
0.7075,0.026524999999999976
0.7124999999999999,0.026440624999999975
0.7175,0.026871874999999976
0.7224999999999999,0.027428124999999973
0.7275,0.027693749999999975
0.7324999999999999,0.027724999999999975
0.7375,0.027712499999999973
0.7424999999999999,0.027503124999999976
0.7475,0.027818749999999975
0.7525,0.027978124999999975
0.7575000000000001,0.027628124999999976
0.7625,0.027268749999999974
0.7675000000000001,0.027581249999999974
0.7725,0.027537499999999975
0.7775000000000001,0.027831249999999974
0.7825,0.028018749999999974
0.7875000000000001,0.028174999999999974
0.7925,0.028187499999999973
0.7975000000000001,0.028512499999999975
0.8025,0.028515624999999975
0.8075000000000001,0.028303124999999974
0.8125,0.028124999999999973
0.8175000000000001,0.028015624999999975
0.8225,0.028178124999999974
0.8275000000000001,0.027881249999999975
0.8325,0.028453125000000606
0.8374999999999999,0.028924999999999975
0.8425,0.029234374999999972
0.8474999999999999,0.028878124999999973
0.8525,0.02977812499999997
0.8574999999999999,0.029956249999999972
0.8625,0.029906249999999975
0.8674999999999999,0.029690624999999974
0.8725,0.030106249999999973
0.8775,0.03062812499999997
0.8825000000000001,0.030868749999999973
0.8875,0.03091562499999997
0.8925000000000001,0.03136874999999997
0.8975,0.03159062499999997
0.9025000000000001,0.031862499999999974
0.9075,0.03208437499999997
0.9125000000000001,0.03215312499999997
0.9175,0.03158124999999997
0.9225000000000001,0.03245937499999997
0.9275,0.03256874999999997
0.9325000000000001,0.03245624999999997
0.9375,0.033696874999999966
0.9425000000000001,0.03411874999999997
0.9475,0.03390624999999997
0.9525000000000001,0.03444999999999997
0.9575,0.03464062500000074
0.9624999999999999,0.03463437499999997
0.9675,0.03533124999999997
0.9724999999999999,0.03523749999999997
0.9775,0.035603124999999965
0.9824999999999999,0.035028124999999966
0.9875,0.03479374999999997
0.9924999999999999,0.035343749999999965
0.9975,0.03544374999999997
1.0025,0.03614999999999916
1.0075,0.03702187500000079
1.0125000000000002,0.03758124999999913
1.0175,0.03803125000000081
1.0225,0.037868750000000805
1.0274999999999999,0.03932499999999909
1.0325,0.03949687500000084
1.0375,0.03971874999999908
1.0425,0.04002500000000085
1.0474999999999999,0.04005624999999907
1.0525,0.04028125000000086
1.0575,0.04146249999999904
1.0625,0.04145000000000088
1.0675,0.04282812499999901
1.0725,0.04366250000000093
1.0775000000000001,0.04417812499999898
1.0825,0.045421875000000965
1.0875,0.04483437499999896
1.0925,0.04429687500000094
1.0975000000000001,0.04559687499999895
1.1025,0.04480312500000096
1.1075,0.04571562499999894
1.1125,0.04567500000000097
1.1175000000000002,0.04543749999999895
1.1225,0.04562812500000097
1.1275,0.045949999999998936
1.1325,0.04634375000000099
1.1375000000000002,0.046956249999998916
1.1425,0.046871875000001
1.1475,0.0473937499999989
1.1525,0.048628125000001035
1.1575,0.04830625000000103
1.1625,0.04940624999999886
1.1675,0.050121875000001065
1.1724999999999999,0.05110624999999882
1.1775,0.05035937500000107
1.1825,0.051346874999998814
1.1875,0.05193437500000111
1.1925,0.0518593749999988
1.1975,0.05268750000000112
1.2025000000000001,0.053818749999998756
1.2075,0.05499687500000117
1.2125,0.05655937499999869
1.2175,0.05685000000000121
1.2225000000000001,0.05841562499999865
1.2275,0.05940937500000126
1.2325,0.05876562499999864
1.2375,0.060531250000001285
1.2425000000000002,0.06258749999999856
1.2475,0.06318750000000134
1.2525,0.06414374999999851
1.2575,0.06481875000000138
1.2625000000000002,0.06545937499999849
1.2675,0.06662187500000141
1.2725,0.06888749999999841
1.2775,0.07066562500000151
1.2825,0.07112812500000151
1.2875,0.07107499999999836
1.2925,0.07298437500000156
1.2974999999999999,0.07255312499999833
1.3025,0.07385625000000157
1.3075,0.0738656249999983
1.3125,0.07317187500000155
1.3175,0.0738968749999983
1.3225,0.07356875000000157
1.3275000000000001,0.07396874999999829
1.3325,0.0750000000000016
1.3375,0.07531249999999826
1.3425,0.07626250000000162
1.3475000000000001,0.07559687499999826
1.3525,0.07592812500000162
1.3575,0.07608124999999824
1.3625,0.07652812500000163
1.3675000000000002,0.07657187499999824
1.3725,0.07652500000000163
1.3775,0.07899062499999818
1.3825,0.07953750000000169
1.3875000000000002,0.08031249999999815
1.3925,0.08099062500000172
1.3975,0.0823906249999981
1.4025,0.08344375000000177
1.4075,0.08492187500000181
1.4125,0.08510312499999803
1.4175,0.08507500000000182
1.4224999999999999,0.086509374999998
1.4275,0.0887812500000019
1.4325,0.08970624999999793
1.4375,0.09105312500000194
1.4425,0.09194999999999788
1.4475,0.09294062500000198
1.4525000000000001,0.09374687499999783
1.4575,0.094106250000002
1.4625,0.09552499999999779
1.4675,0.09660625000000206
1.4725000000000001,0.09774062499999774
1.4775,0.09807812500000208
1.4825,0.09834999999999773
1.4875,0.10115937500000215
1.4925000000000002,0.10259374999999762
1.4975,0.10391562500000222
1.5025,0.1043093749999976
1.5075,0.10580937500000225
1.5125000000000002,0.10741562499999752
1.5175,0.1079312500000023
1.5225,0.10969062499999746
1.5275,0.11153750000000237
1.5325000000000002,0.1122687499999974
1.5375,0.11347500000000242
1.5425,0.11639062500000248
1.5474999999999999,0.1165531249999973
1.5525,0.11765312500000251
1.5575,0.11887812499999725
1.5625,0.11982500000000255
1.5675,0.12197499999999718
1.5725,0.12410937500000264
1.5775000000000001,0.1258437499999971
1.5825,0.12775937500000273
1.5875,0.12823749999999703
1.5925,0.1319218750000028
1.5975000000000001,0.13197812499999695
1.6025,0.13307812500000282
1.6075,0.13555312499999686
1.6125,0.1360468750000029
1.6175000000000002,0.13769999999999682
1.6225,0.13944687500000297
1.6275,0.1429562499999967
1.6325,0.14344062500000304
1.6375000000000002,0.14546874999999665
1.6425,0.14771250000000313
1.6475,0.14949062499999655
1.6525,0.1511125000000032
1.6575000000000002,0.15405312499999643
1.6625,0.15580312500000332
1.6675,0.1599593750000034
1.6724999999999999,0.16199687499999627
1.6775,0.16515937500000352
1.6825,0.16772499999999613
1.6875,0.1695062500000036
1.6925,0.17416562499999597
1.6975,0.17565937500000373
1.7025000000000001,0.17769062499999588
1.7075,0.18175625000000387
1.7125,0.18432499999999574
1.7175,0.18552187500000394
1.7225000000000001,0.18865937499999563
1.7275,0.19183437500000408
1.7325,0.1944687499999955
1.7375,0.19870937500000424
1.7425000000000002,0.1997562499999954
1.7475,0.20511875000000437
1.7525,0.20812187499999518
1.7575,0.21080312500000448
1.7625000000000002,0.21373124999999507
1.7675,0.21774687500000464
1.7725,0.2206531249999949
1.7775,0.22428750000000477
1.7825000000000002,0.2294874999999947
1.7875,0.23252812500000494
1.7925,0.23569687500000502
1.7974999999999999,0.2385343749999945
1.8025,0.24107500000000512
1.8075,0.2467874999999943
1.8125,0.2488625000000053
1.8175,0.2516312499999942
1.8225,0.25725937500000545
1.8275000000000001,0.258546874999994
1.8325,0.2643375000000056
1.8375,0.2692968749999938
1.8425,0.27386562500000583
1.8475000000000001,0.2772249999999936
1.8525,0.282168750000006
1.8575,0.28703437499999335
1.8625,0.2923281250000062
1.8675000000000002,0.29711874999999316
1.8725,0.3020093750000064
1.8775,0.30540624999999294
1.8825,0.3115875000000066
1.8875000000000002,0.31449062499999275
1.8925,0.3222687500000069
1.8975,0.32667499999999244
1.9025,0.33212812500000705
1.9075000000000002,0.33717187499999224
1.9125,0.34464375000000735
1.9175,0.35049062500000744
